"Protein ID","p2d1","p2d2","p2d3","p2d4","p2d5","p2d6","p2d7","p2d8"
"sp|Q14524|SCN5A_HUMAN",0,0,0,0,"9.34784E-06",0,0,0
"sp|Q14571|ITPR2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q14839|CHD4_HUMAN",0,0,0,0,0,0,0,0
"sp|Q14872|MTF1_HUMAN",0,0,0,0,"3.37741E-05",0,0,0
"sp|Q14CW9|AT7L3_HUMAN",0,0,0,0,0,0,0,0
"sp|Q14CZ7|FAKD3_HUMAN",0,0,0,0,"3.88145E-05",0,0,0
"sp|Q15007|FL2D_HUMAN",0,0,0,0,0,0,0,"5.18277E-05"
"sp|Q15063|POSTN_HUMAN",0,0,0,0,0,0,0,0
"sp|Q15139|KPCD1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q15464|SHB_HUMAN",0,0,0,0,0,0,0,0.000038886
"sp|Q15493|RGN_HUMAN",0,0,0,0,0,0,0,0
"sp|Q15629|TRAM1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q15746|MYLK_HUMAN",0,0,0,0,0,0,0,0
"sp|Q15772|SPEG_HUMAN",0,0,0,0,0,0,0,0
"sp|Q15777|MPPD2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q15818|NPTX1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q15846|CLUL1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q16186|ADRM1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q16654|PDK4_HUMAN","5.80744E-05",0,0,0,0,0,0,0
"sp|Q16769|QPCT_HUMAN",0,0,0,0,0,0,0,0
"sp|Q16828|DUS6_HUMAN",0,0,0,0,0,0,0,0
"sp|Q16832|DDR2_HUMAN",0,0,0,0,0,0,0,"2.31497E-05"
"sp|Q16849|PTPRN_HUMAN",0,0,0,0.000039002,0,0,0,0
"sp|Q16880|CGT_HUMAN",0,0,0,0,0,0,0,0
"sp|Q17R89|RHG44_HUMAN",0,0,0,0,0,0,0,0
"sp|Q2KHR3|QSER1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q2M1K9|ZN423_HUMAN",0,0,0,0,0,0,0,0
"sp|Q2TBA0|KLH40_HUMAN",0,0,0,0,0,0,0,0
"sp|Q2VIQ3|KIF4B_HUMAN",0,0,0,0,0,0,0,"1.55845E-05"
"sp|Q2VWP7|PRTG_HUMAN",0,0,0,0,0,0,"2.96269E-05",0
"sp|Q32MH5|F214A_HUMAN",0,0,0,0,0,0,0,0
"sp|Q3MJ13|WDR72_HUMAN",0,0,0,0,"2.33169E-05",0,0,0
"sp|Q3MJ40|C144B_HUMAN",0,0,0,0,0,0,0,0
"sp|Q494X3|ZN404_HUMAN",0,0,0,0,0,0,0,0
"sp|Q4AC94|C2CD3_HUMAN",0,0,0,0,0,0,0,0
"sp|Q4ADV7|RIC1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q4J6C6|PPCEL_HUMAN",0,0,0,0,0,0,0,0
"sp|Q53G59|KLH12_HUMAN","4.20221E-05",0,0,0,0,0,0,0
"sp|Q562R1|ACTBL_HUMAN",0,0,0,0,0,"5.02758E-05",0,0
"sp|Q58FF8|H90B2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q5JST6|EFHC2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q5JWR5|DOP1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q5RHP9|ERIC3_HUMAN",0,0,0,0,0,0,0,0
"sp|Q5S007|LRRK2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q5SRE5|NU188_HUMAN",0,0,0,0,0,0,0,0
"sp|Q5T2L2|AKCL1_HUMAN",0,0,0.000175484,0,0,0,0,0
"sp|Q5T5N4|CF118_HUMAN",0,0,0,0,0,0,0,0
"sp|Q5TA45|INT11_HUMAN",0,0,0,0,0,0,0,0
"sp|Q5TAX3|TUT4_HUMAN",0,0,0,0,0,0,0,0
"sp|Q5TB80|CE162_HUMAN",0,0,0,0,0,0,0,0
"sp|Q5TEA3|CT194_HUMAN",0,0,0,0,0,0,0,"1.73344E-05"
"sp|Q5TF39|NAGT1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q5THK1|PR14L_HUMAN",0,0,0,0,0,0,0,0
"sp|Q5TID7|CC181_HUMAN",0,0,0,0,0,0,"3.03044E-05",0
"sp|Q5TIE3|VW5B1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q5TZ20|OR2G6_HUMAN",0,0,0,0,0,0,0,0
"sp|Q5VU97|CAHD1_HUMAN",0,0,0,0,0,0,"1.19576E-05",0
"sp|Q5VXU9|CI084_HUMAN",0,0,0,0,0,0,0,0
"sp|Q5VYK3|ECM29_HUMAN",0,0,0,0,"1.37842E-05",0,0,0
"sp|Q5VYM1|CI131_HUMAN",0,0,0,0,0,0,0,0
"sp|Q5W0Q7|USPL1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q63HN8|RN213_HUMAN",0,0,0,"1.11865E-05",0,0,0,0
"sp|Q658N2|WSCD1_HUMAN","3.74304E-05",0,0,0,0,0,0,0
"sp|Q68CQ1|MROH7_HUMAN",0,0,0,0,0,0,0,0
"sp|Q68D06|SLN13_HUMAN",0,0,0,0,0,0,0,"2.14396E-05"
"sp|Q68DN1|CB016_HUMAN",0,0,0,"1.92455E-05",0,0,0,0
"sp|Q68DQ2|CRBG3_HUMAN",0,0,0,0,"6.3452E-06",0,0,0
"sp|Q68DY1|ZN626_HUMAN",0,0,0,0,0,0,0,0
"sp|Q68EN5|K895L_HUMAN",0,0,0,0,0,0,0,0
"sp|Q69YN4|VIR_HUMAN",0,0,0,0,0,0,0,0
"sp|Q6DD88|ATLA3_HUMAN",0,0,0,0,0,0,0,"3.77128E-05"
"sp|Q6IMI4|ST6B1_HUMAN",0,0.000105822,0,0,0,0,0,0
"sp|Q6KC79|NIPBL_HUMAN",0,0,0,0,0,0,0,0
"sp|Q6KCM7|SCMC2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q6N043|Z280D_HUMAN",0,0,0,0,0,"1.93092E-05",0,0
"sp|Q6NSI4|CX057_HUMAN",0,0,0,0,"2.20412E-05",0,0,0
"sp|Q6NT52|CGB2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q6NUN9|ZN746_HUMAN",0,0,0,0,0,0,"2.36553E-05",0
"sp|Q6NXR0|IIGP5_HUMAN",0,0,0,0,0,0,0,0
"sp|Q6NXS1|IPP2M_HUMAN",0,0,0,0,0,0,0,0
"sp|Q6P2Q9|PRP8_HUMAN",0,0,0,0,0,0,0,0
"sp|Q6P3X3|TTC27_HUMAN",0,0,0,0,0,0,0,0
"sp|Q6P499|NPAL3_HUMAN",0,0,0,0,0,0,0,0
"sp|Q6P597|KLC3_HUMAN",0,0,0,0,0,0,0,0
"sp|Q6PCD5|RFWD3_HUMAN",0,0,0,0,0,0,0,0
"sp|Q6PF15|KLH35_HUMAN",0,0,0,0,0,0,0,0
"sp|Q6PIF6|MYO7B_HUMAN",0,0,0,0,0,0,0,0
"sp|Q6PJP8|DCR1A_HUMAN",0,0,0,0,0,0,0,0
"sp|Q6QEF8|CORO6_HUMAN",0,0,0,0,0,0,0,0
"sp|Q6T4P5|LPPR3_HUMAN",0,0,0,0,0,0,0,0
"sp|Q6TDP4|KLH17_HUMAN",0,0,0,0,0,0,0,0
"sp|Q6UWP2|DHR11_HUMAN",0,0,0,0,0,0,0,0
"sp|Q6UXB0|F131A_HUMAN",0,0,0,0,0,0,"4.60446E-05",0
"sp|Q6UXP3|TM14E_HUMAN",0,0,0,0,0,0,0,0
"sp|Q6UY09|CEA20_HUMAN",0,0,0,0,0,0,0,0
"sp|Q6WRI0|IGS10_HUMAN",0,0,0,0,0,0,0,0
"sp|Q6XQN6|PNCB_HUMAN",0,0,0,0,0,0,0,0
"sp|Q6YBV0|S36A4_HUMAN",0,0,0,0,0,0.000026313,0,0
"sp|Q6ZMW3|EMAL6_HUMAN",0,0,0,0,0,0,0,0
"sp|Q6ZN03|CU136_HUMAN",0,0,0,0,0,0,0,0
"sp|Q6ZR08|DYH12_HUMAN",0,0,0,0,0,0,0,0
"sp|Q6ZVF9|GRIN3_HUMAN",0,0,0,0,0,0,0,0
"sp|Q701N2|KRA55_HUMAN",0,0,0,0,0,0,0,0
"sp|Q70CQ2|UBP34_HUMAN","6.71375E-06",0,0,0,0,0,0,0
"sp|Q70EL1|UBP54_HUMAN",0,0,0,0,0,0,0,0
"sp|Q71F56|MD13L_HUMAN",0,0,0,0,0,0,0,0
"sp|Q76LX8|ATS13_HUMAN",0,0,0,0,0,0,0,0
"sp|Q7L0X0|TRIL_HUMAN",0,0,0,0,0,0,0,0
"sp|Q7L4S7|ARMX6_HUMAN",0,0,0,0,0,0,0,0
"sp|Q7L5N1|CSN6_HUMAN",0,0,0,0,0,0,0,0
"sp|Q7LC44|ARC_HUMAN",0,0,0,0,0,0,"3.89519E-05",0
"sp|Q7RTS5|OTOP3_HUMAN",0,0,0,0,0,0,0,0
"sp|Q7Z2K8|GRIN1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q7Z2Q7|LRR70_HUMAN",0,0,0,"9.66285E-05",0,0,0,0
"sp|Q7Z2Z2|ETUD1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q7Z392|TPC11_HUMAN",0,0,0,0,0,0,0,0
"sp|Q7Z3G6|PRIC2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q7Z406|MYH14_HUMAN",0,0,0,0,0,0,0,0
"sp|Q7Z410|TMPS9_HUMAN",0,0,0,0,0,0,0,0
"sp|Q7Z460|CLAP1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q7Z465|BNIPL_HUMAN",0,0,0,0,0,0,0,0
"sp|Q7Z4T9|MAAT1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q7Z553|MDGA2_HUMAN",0,0,0,0,0,"1.38721E-05",0,0
"sp|Q7Z6E9|RBBP6_HUMAN",0,0,0,0,0,0,"8.50111E-06",0
"sp|Q7Z6G8|ANS1B_HUMAN",0,0,0,0,"1.51004E-05",0,0,0
"sp|Q7Z6Z7|HUWE1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q7Z7A1|CNTRL_HUMAN",0,0,0,0,"8.10548E-06",0,0,0
"sp|Q7Z7G0|TARSH_HUMAN",0,0,0,0,0,0,0,0
"sp|Q86SP6|GP149_HUMAN",0,0,0,0,0,"1.82667E-05",0,0
"sp|Q86TB3|ALPK2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q86TD4|SRCA_HUMAN",0,0,"2.42891E-05",0,0,0,0,0
"sp|Q86UL8|MAGI2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q86UW7|CAPS2_HUMAN",0,0,0,0,0,"1.02328E-05",0,0
"sp|Q86W56|PARG_HUMAN",0,0,0,0,0,0,0,0
"sp|Q86WJ1|CHD1L_HUMAN",0,0,0,0,0,0,0,"2.27454E-05"
"sp|Q86WV1|SKAP1_HUMAN",0,0,0,0,"5.24937E-05",0,0,0
"sp|Q86WZ0|HEAT4_HUMAN",0,0,0,0,0,0,0,0
"sp|Q86X45|TILB_HUMAN",0,0,0,0,0,0,0,0
"sp|Q86YL7|PDPN_HUMAN",0,0.000197927,0,0,0,0,0,0
"sp|Q86YR7|MF2L2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8IUH3|RBM45_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8IUH4|ZDH13_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8IUR5|TMTC1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8IUX7|AEBP1_HUMAN",0,0,0,0,0,0,0,"1.76188E-05"
"sp|Q8IV36|HID1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8IV48|ERI1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8IVE3|PKHH2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8IVF2|AHNK2_HUMAN","4.10819E-06",0,0,0,0,0,0,0
"sp|Q8IVL0|NAV3_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8IVU1|IGDC3_HUMAN",0,0,0,0,0,"1.64041E-05",0,0
"sp|Q8IWJ2|GCC2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8IWN7|RP1L1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8IX12|CCAR1_HUMAN",0,0,0,0,0,0,"1.32469E-05",0
"sp|Q8IXJ9|ASXL1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8IXS8|F126B_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8IY81|SPB1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8IY85|EFC13_HUMAN",0,"3.29539E-05",0,0,0,0,0,0
"sp|Q8IYA8|CCD36_HUMAN",0,0,0,0,0,0,"5.79153E-05",0
"sp|Q8IZ40|RCOR2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8IZC6|CORA1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8IZK6|MCLN2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8IZU9|KIRR3_HUMAN",0,"4.16742E-05",0,0,0,0,0,0
"sp|Q8N0W4|NLGNX_HUMAN","2.91752E-05",0,0,0,0,0,0,0
"sp|Q8N1T3|MYO1H_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8N2I9|STK40_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8N2M8|CLASR_HUMAN",0,0,0,0,0,"2.70751E-05",0,0
"sp|Q8N371|KDM8_HUMAN",0,0,"5.39803E-05",0,0,0,0,0
"sp|Q8N394|TMTC2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8N3K9|CMYA5_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8N448|LNX2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8N4L8|CCD24_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8N5G2|MACOI_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8N655|CJ012_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8N668|COMD1_HUMAN",0,0,0,0,0,0,"8.01789E-05",0
"sp|Q8N6K7|SAMD3_HUMAN",0,0,0,0,0,"3.63533E-05",0,0
"sp|Q8N6Q3|CD177_HUMAN",0,0,0,0,"4.31241E-05",0,0,0
"sp|Q8N7X1|RMXL3_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8N831|TSYL6_HUMAN",0,0,0,0,"6.26712E-05",0,0,0
"sp|Q8N8F6|YIPF7_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8N8J6|ZN615_HUMAN",0,0,0,0,0,"2.58601E-05",0,0
"sp|Q8N8N7|PTGR2_HUMAN",0,0,0,0,0,"3.77828E-05",0,0
"sp|Q8N9B5|JMY_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8N9F8|ZN454_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8N9S7|CHDC2_HUMAN",0,0,0,0,0,0,"3.03466E-05",0
"sp|Q8N9S9|SNX31_HUMAN",0,0,0,0,0,0,0.000077434,0
"sp|Q8NAT2|TDRD5_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8NB66|UN13C_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8NBT3|TM145_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8NBV4|PPAC3_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8NCN2|ZBT34_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8NDA2|HMCN2_HUMAN",0,0,"4.46939E-06",0,0,0,0,0
"sp|Q8NDA8|MROH1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8NDB2|BANK1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8NDM7|CFA43_HUMAN",0,0,0.000013487,0,0,0,0,0
"sp|Q8NEM7|SP20H_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8NEV8|EXPH5_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8NEY1|NAV1_HUMAN",0,"1.72736E-05",0,0,0,0,0,0
"sp|Q8NG31|CASC5_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8NGE9|OR9Q2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8NGG2|OR5T2_HUMAN",0,0,0,0,0,0,"4.29664E-05",0
"sp|Q8NGI9|OR5A2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8NGS7|O13C8_HUMAN",0,0,0,0,"5.88914E-05",0,0,0
"sp|Q8NHC8|OR2T6_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8NI27|THOC2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8NI35|INADL_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8TBY8|PMFBP_HUMAN","2.32945E-05",0,0,0,0,0,0,0
"sp|Q8TBZ2|MYBPP_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8TC56|FA71B_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8TCG2|P4K2B_HUMAN",0,0,0,0,0,0,0,"4.11496E-05"
"sp|Q8TCN5|ZN507_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8TCU6|PREX1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8TDH9|BL1S5_HUMAN",0.000116981,0,0,0,0,0,0,0
"sp|Q8TE56|ATS17_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8TE67|ES8L3_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8TEH3|DEN1A_HUMAN",0,0,0,"5.95668E-05",0,0,0,0
"sp|Q8TES7|FBF1_HUMAN",0,0,0,0,0,0,"1.36142E-05",0
"sp|Q8TEY5|CR3L4_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8TF30|WHAMM_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8TF40|FNIP1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8WU76|SCFD2_HUMAN",0,0,0,0,0,0,"4.98113E-05",0
"sp|Q8WUI4|HDAC7_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8WUM0|NU133_HUMAN","1.86181E-05",0,0,0,0,0,0,0
"sp|Q8WUY3|PRUN2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8WV16|DCAF4_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8WX94|NALP7_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8WXI3|ASB10_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8WY36|BBX_HUMAN",0,0,0,0,0,0,0,"2.04371E-05"
"sp|Q8WYA0|IFT81_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8WYP5|ELYS_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8WZ79|DNS2B_HUMAN",0,0,0,0,"7.11778E-05",0,0,0
"sp|Q8WZA2|RPGF4_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8WZA9|IRGQ_HUMAN","3.45465E-05",0,0,0,0,0,0,0
"sp|Q92547|TOPB1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q92567|F168A_HUMAN",0,0,0,0,0,0,0,0
"sp|Q92608|DOCK2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q92619|HMHA1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q92621|NU205_HUMAN",0,0,0,0,0,0,0,0
"sp|Q92624|APBP2_HUMAN",0,0,0.000038386,0,0,0,0,0
"sp|Q92673|SORL_HUMAN",0,0,0,0,0,0,0,"8.68622E-06"
"sp|Q92753|RORB_HUMAN",0,0,0,0.000127879,0,0,0,0
"sp|Q92785|REQU_HUMAN",0,0,0,0,0,0,0,0
"sp|Q92838|EDA_HUMAN",0,0,0,0,0,0,0,0
"sp|Q92918|M4K1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q92995|UBP13_HUMAN",0,0,0,0,0,0,0,0
"sp|Q969H4|CNKR1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q96AA8|JKIP2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q96AY4|TTC28_HUMAN","9.5957E-06",0,0,0,0,0,0,0
"sp|Q96BQ5|CC127_HUMAN",0,0,0,0,0,0,0,0
"sp|Q96C86|DCPS_HUMAN",0,0,0,0,0,0,0,0
"sp|Q96CK0|ZN653_HUMAN",0,0,0,0,0,0,0,0
"sp|Q96CW9|NTNG2_HUMAN",0,0,0,0,0,"3.44313E-05",0,0
"sp|Q96DC8|ECHD3_HUMAN",0,0,0,0,0,0,0,0
"sp|Q96DD0|LRC39_HUMAN",0,0,0,0,0,0,0,0
"sp|Q96ER9|CCD51_HUMAN",0,0,0,0,0,0,0,0
"sp|Q96G01|BICD1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q96HA9|PX11C_HUMAN",0,0,0,0,0,0,0,0
"sp|Q96HC4|PDLI5_HUMAN",0,0,0,0,0,"2.22513E-05",0,0
"sp|Q96HR8|NAF1_HUMAN",0,0,0,0,"3.81483E-05",0,0,0
"sp|Q96HU1|SGSM3_HUMAN",0,0,0,0,0,0,0,0
"sp|Q96ID5|IGS21_HUMAN",0,0,0,0,0,0,0,0
"sp|Q96II8|LRCH3_HUMAN",0,0,0,0,0,0,0,"2.62582E-05"
"sp|Q96JA1|LRIG1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q96JI7|SPTCS_HUMAN",0,0,0,0,0,0,0,0
"sp|Q96JM3|CHAP1_HUMAN",0,0,0,0,0,0,0,"2.52756E-05"
"sp|Q96JN2|CC136_HUMAN","1.86503E-05",0,0,0,0,0,0,0
"sp|Q96K12|FACR2_HUMAN",0,0,0,0,"3.63028E-05",0,0,0
"sp|Q96LI5|CNO6L_HUMAN",0,0,0,0,0,0,0,0
"sp|Q96M32|KAD7_HUMAN",0,0,0,0,0,0,0,0
"sp|Q96M86|DNHD1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q96N23|CL055_HUMAN",0,0,0,0,0,0,0,0
"sp|Q96NE9|FRMD6_HUMAN",0,0,0,0,0,0,0,0
"sp|Q96PD5|PGRP2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q96PV0|SYGP1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q96PX6|CC85A_HUMAN",0,0,0,0,0,0,0,"3.47763E-05"
"sp|Q96Q15|SMG1_HUMAN",0,"8.83135E-06",0,0,0,0,0,0
"sp|Q96QE3|ATAD5_HUMAN",0,0,0,0,0,0,0,0
"sp|Q96RD3|O52E6_HUMAN",0,0,0,0,0,0,"4.92809E-05",0
"sp|Q96RE7|NACC1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q96RS6|NUDC1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q96SK2|TM209_HUMAN",0,0,0,0,0,0,"2.71551E-05",0
"sp|Q96TA1|NIBL1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q96TA2|YMEL1_HUMAN",0,0,0,0,0,0,0,"2.65508E-05"
"sp|Q99081|HTF4_HUMAN",0,0,0,0,0,0,0,0
"sp|Q99549|MPP8_HUMAN",0,0,0,0,0,0,0,0
"sp|Q99613|EIF3C_HUMAN",0,0,0,0,0,0.000020705,0,0
"sp|Q99795|GPA33_HUMAN",0,0,0,0,0,0,0,0
"sp|Q99871|HAUS7_HUMAN",0,"8.78575E-05",0,0,0,0,0,0
"sp|Q9BQG0|MBB1A_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9BQI0|AIF1L_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9BQI6|ANR32_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9BQK8|LPIN3_HUMAN","2.52908E-05",0,0,0,0,0,0,0
"sp|Q9BQS7|HEPH_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9BR26|OCSTP_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9BRG1|VPS25_HUMAN",0,0,0,0,0,"7.58689E-05",0,0
"sp|Q9BRU9|UTP23_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9BTV5|FSD1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9BVG8|KIFC3_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9BVL4|SELO_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9BX74|TM2D1_HUMAN",0,0,0,0,0,"9.13222E-05",0,0
"sp|Q9BXB1|LGR4_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9BXF6|RFIP5_HUMAN",0,0,0,0,0,0,0,"2.94507E-05"
"sp|Q9BXJ8|T120A_HUMAN",0,0,0,0,"5.49424E-05",0,0,0
"sp|Q9BXL7|CAR11_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9BXR5|TLR10_HUMAN",0,0,0,0,"3.13587E-05",0,0,0
"sp|Q9BXS0|COPA1_HUMAN",0,0,0,0,0,"2.89047E-05",0,0
"sp|Q9BXU1|STK31_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9BXY0|MAK16_HUMAN","7.29181E-05",0,0,0,0,0,0,0
"sp|Q9BY10|TSCOT_HUMAN",0,0,0,0,0,"3.97973E-05",0,0
"sp|Q9BY44|EIF2A_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9BY89|K1671_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9BYE2|TMPSD_HUMAN",0,0,0,0,0,0.000022631,0,0
"sp|Q9BYT9|ANO3_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9BZC7|ABCA2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9BZF9|UACA_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9BZG9|LYNX1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9BZV3|IMPG2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9BZW7|TSG10_HUMAN",0,0,0,0,0,0,0,"2.92301E-05"
"sp|Q9C056|NKX62_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9C0A6|SETD5_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9C0B6|BRNP2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9C0D0|PHAR1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9C0D2|K1731_HUMAN",0,"1.23276E-05",0,0,0,0,0,0
"sp|Q9C0D5|TANC1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9C0E2|XPO4_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9C0I3|CCSE1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9GZP4|PITH1_HUMAN",0,0,0,0,0,"6.28519E-05",0,0
"sp|Q9H091|ZMY15_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9H0L4|CSTFT_HUMAN",0,0,"3.64542E-05",0,0,0,0,0
"sp|Q9H1V8|S6A17_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9H1X1|RSPH9_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9H211|CDT1_HUMAN",0,0,0,0,0,0,"2.79011E-05",0
"sp|Q9H254|SPTN4_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9H2B4|S26A1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9H2D6|TARA_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9H2X9|S12A5_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9H3G5|CPVL_HUMAN",0,"6.81146E-05",0,0,0,0,0,0
"sp|Q9H3Z7|ABHGB_HUMAN",0,0,0,0,"5.42257E-05",0,0,0
"sp|Q9H422|HIPK3_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9H4A9|DPEP2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9H4I8|SEHL2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9H4Q3|PRD13_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9H5I5|PIEZ2_HUMAN",0,0,0,0,0,"6.86908E-06",0,0
